sativa,Magnifera,mangueira,sativa,,Citrus reticulata,,,,,,,,Cladosporium
alfalfa,indica,Medicago,alfalfa,,Citrus,,,,,,,,paeoniae
Melitotus,mango,sativa,Melitotus,,Rutaceae,,,,,,,,Claviceps
sweet,kangit,alfalfa,sweet,,Citrus fruit,,,,,,,,purpurea
clover,idele,Melitotus,clover,,Papaya,,,,,,,,Claviceps
Metrosideros,mago,sweet,Metrosideros,,Carica papaya,,,,,,,,zizaniae
polymorpha,mangueira,clover,polymorpha,,Caricaceae,,,,,,,,Climacodon
lehua,Medicago,Metrosideros,lehua,,Caricaceae,,,,,,,,septentrionalis
Morinda,sativa,polymorpha,Morinda,,Papaya,,,,,,,,Cochliobolus
citrifolia,alfalfa,lehua,citrifolia,,Passion fruit  Passionfruit,,,,,,,,cynodontis
noni,Melitotus,Morinda,noni,,Passiflora edulis,,,,,,,,Cochliobolus
lada,sweet,citrifolia,lada,,Passiflora L.,,,,,,,,lunatus
nonu,clover,noni,nonu,,Passifloraceae,,,,,,,,Cochliobolus
kesengel,Metrosideros,lada,kesengel,,Passion Flower,,,,,,,,miyabeanus
mangal,polymorpha,nonu,mangal,,Peach,,,,,,,,Coleophoma
Indian,lehua,kesengel,Indian,,Prunus persica,,,,,,,,empetri
mulberry,Morinda,mangal,mulberry,,Prunus,,,,,,,,Coleosporium
Musa,citrifolia,Indian,Musa,,Rosaceae,,,,,,,,asterum
Santa,noni,mulberry,Santa,,Rose,,,,,,,,Coleosporium
Catarina,lada,Musa,Catarina,,Pear,,,,,,,,crowellii
Prata,nonu,Santa,Prata,,Pyrus,,,,,,,,Coleosporium
dwarf,kesengel,Catarina,dwarf,,Pyrus,,,,,,,,jonesii
Brazilian,mangal,Prata,Brazilian,,Rosaceae,,,,,,,,Coleosporium
banana,Indian,dwarf,banana,,Rose,,,,,,,,plumeriae
Myoporum,mulberry,Brazilian,Myoporum,,Pepino,,,,,,,,Coleosporium
sandwicense,Musa,banana,sandwicense,,Solanum muricatum,,,,,,,,tussilaginis
naio,Santa,Myoporum,naio,,Solanaceae,,,,,,,,Collecephalus
Nerium,Catarina,sandwicense,Nerium,,Nightshade,,,,,,,,hemerocallidis
oleander,Prata,naio,oleander,,Nightshade,,,,,,,,Colletotrichum
oleander,dwarf,Nerium,oleander,,Persian melon,,,,,,,,acutatum
oliana,Brazilian,oleander,oliana,,Cucumis melo,,,,,,,,Colletotrichum
Opuntia,banana,oleander,Opuntia,, variety ,,,,,,,,artocarpi
ficusindica,Myoporum,oliana,ficusindica,,cantalupensis,,,,,,,,Colletotrichum
panini,sandwicense,Opuntia,panini,,Cucumis,,,,,,,,capsici
prickly,naio,ficusindica,prickly,,Cucurbitaceae,,,,,,,,Colletotrichum
pear,Nerium,panini,pear,,Gourd,,,,,,,,cereale
cactus,oleander,prickly,cactus,,Peruvian groundcherry,,,,,,,,Colletotrichum
Oryza,oleander,pear,Oryza,,Physalis peruviana,,,,,,,,circinans
sativa,oliana,cactus,sativa,,Solanaceae,,,,,,,,Colletotrichum
rice,Opuntia,Oryza,rice,,Nightshade,,,,,,,,coccodes
Osteomeles,ficusindica,sativa,Osteomeles,,Nightshade,,,,,,,,Colletotrichum
anthyllidifolia,panini,rice,anthyllidifolia,,Physalis,,,,,,,,dematium
ulei,prickly,Osteomeles,ulei,,Physalis peruviana,,,,,,,,Colletotrichum
Osteospermum,pear,anthyllidifolia,Osteospermum,,Solanaceae,,,,,,,,destructivum
fruticosum,cactus,ulei,fruticosum,,Nightshade,,,,,,,,Colletotrichum
trailing,Oryza,Osteospermum,trailing,,Nightshade,,,,,,,,fragariae
African,sativa,fruticosum,African,,Pineapple,,,,,,,,Colletotrichum
daisy,rice,trailing,daisy,,Ananas comosus,,,,,,,,gloeosporioides
Pandanus,Osteomeles,African,Pandanus,,Ananas,,,,,,,,Colletotrichum
tectorius,anthyllidifolia,daisy,tectorius,,Bromeliaceae,,,,,,,,gossypii
hala,ulei,Pandanus,hala,,Pineapple,,,,,,,,Colletotrichum
kafu,Osteospermum,tectorius,kafu,,Pitaya,,,,,,,,graminicola
fasa,fruticosum,hala,fasa,,Hylocereus undatus,,,,,,,,Colletotrichum
ongor,trailing,kafu,ongor,,Stenocereus,,,,,,,,higginsianum
Paspalum,African,fasa,Paspalum,,Cactaceae,,,,,,,,Colletotrichum
hieronymii,daisy,ongor,hieronymii,,Cactus,,,,,,,,lindemuthianum
Tropic,Pandanus,Paspalum,Tropic,,Plantain,,,,,,,,Colletotrichum
Lalo,tectorius,hieronymii,Lalo,,Musa,,,,,,,,musae
paspalum,hala,Tropic,paspalum,,paradisiaca,,,,,,,,Colletotrichum
Paspalum,kafu,Lalo,Paspalum,,Plantago,,,,,,,,omnivorum
orbiculare,fasa,paspalum,orbiculare,,Musaceae,,,,,,,,Colletotrichum
laiki,ongor,Paspalum,laiki,,Banana,,,,,,,,orbiculare
ricegrass,Paspalum,orbiculare,ricegrass,,Plum,,,,,,,,Colletotrichum
Paspalum,hieronymii,laiki,Paspalum,,Prunus domestica,,,,,,,,pisi
vaginatum,Tropic,ricegrass,vaginatum,,Prunus,,,,,,,,Colletotrichum
seashore,Lalo,Paspalum,seashore,,Rosaceae,,,,,,,,trichellum
paspalum,paspalum,vaginatum,paspalum,,Rose,,,,,,,,Colletotrichum
Pennisetum,Paspalum,seashore,Pennisetum,,Pomegranate,,,,,,,,trifolii
purpureum,orbiculare,paspalum,purpureum,,Punica granatum,,,,,,,,Colletotrichum
Mott,laiki,Pennisetum,Mott,,Punica,,,,,,,,truncatum
Napiergrass,ricegrass,purpureum,Napiergrass,,Lythraceae,,,,,,,,Collybia
Pennisetum,Paspalum,Mott,Pennisetum,,Pomegranate,,,,,,,,semiusta
purpureum,vaginatum,Napiergrass,purpureum,,Pomelo,,,,,,,,Coniophora
Pennisetum,seashore,Pennisetum,Pennisetum,,Citrus maxima,,,,,,,,puteana
glaucum,paspalum,purpureum,glaucum,,Citrus,,,,,,,,Coniothyrium
Hybrid,Pennisetum,Pennisetum,Hybrid,,Rutaceae,,,,,,,,concentricum
Napiergrass,purpureum,glaucum,Napiergrass,,Citrus fruit,,,,,,,,Coprinus
hybrid,Mott,Hybrid,hybrid,,Prickly pear  Nopal,,,,,,,,atramentarius
Persea,Napiergrass,Napiergrass,Persea,,Opuntia,,,,,,,,Coprinus
americana,Pennisetum,hybrid,americana,,Opuntia,,,,,,,,comatus
avocado,purpureum,Persea,avocado,,Cactaceae,,,,,,,,Cordana
Piper,Pennisetum,americana,Piper,,Cactus,,,,,,,,musae
methysticum,glaucum,avocado,methysticum,,Prune,,,,,,,,Cordyceps
kava,Hybrid,Piper,kava,,Prunus domestica,,,,,,,,militaris
sakau,Napiergrass,methysticum,sakau,,Prunus,,,,,,,,Coriolopsis
Plumeria,hybrid,kava,Plumeria,,Rosaceae,,,,,,,,gallica
obtusa,Persea,sakau,obtusa,,Rose,,,,,,,,Corticium
plumeria,americana,Plumeria,plumeria,,Quince,,,,,,,,koleroga
Podocarpus,avocado,obtusa,Podocarpus,,Cydonia oblonga,,,,,,,,Coryneopsis
podocarpus,Piper,plumeria,podocarpus,,Cydonia,,,,,,,,rubi
Polygonum,methysticum,Podocarpus,Polygonum,,Rosaceae,,,,,,,,Corynespora
minus,kava,podocarpus,minus,,Rose,,,,,,,,cassiicola
procerum,sakau,Polygonum,procerum,,Raisin,,,,,,,,Craterellus
kamole,Plumeria,minus,kamole,,Vitis vinifera,,,,,,,,cornucopioides
smartweed,obtusa,procerum,smartweed,,Vitis,,,,,,,,Cronartium
Polyscias,plumeria,kamole,Polyscias,,Vitaceae,,,,,,,,coleosporioides
guilfoylei,Podocarpus,smartweed,guilfoylei,,Grape,,,,,,,,Cronartium
Nothopanax,podocarpus,Polyscias,Nothopanax,,Raspberry,,,,,,,,comandrae
guilfoylei,Polygonum,guilfoylei,guilfoylei,,Rubus idaeus,,,,,,,,Cronartium
panax,minus,Nothopanax,panax,,Rubus,,,,,,,,occidentale
tanitani,procerum,guilfoylei,tanitani,,Rosaceae,,,,,,,,Cronartium
Portulaca,kamole,panax,Portulaca,,Rose,,,,,,,,quercuum
grandiflora,smartweed,tanitani,grandiflora,,Redcurrant,,,,,,,,Cronartium
rosemoss,Polyscias,Portulaca,rosemoss,,Ribes rubrum,,,,,,,,ribicola
Pouteria,guilfoylei,grandiflora,Pouteria,,Ribes,,,,,,,,Cronartium
sandwicensis,Nothopanax,rosemoss,sandwicensis,,Saxifragaceae,,,,,,,,strobilinum
Premna,guilfoylei,Pouteria,Premna,,Saxifrage,,,,,,,,Cryphonectria
obtusifolia,panax,sandwicensis,obtusifolia,,Rhubarb,,,,,,,,gyrosa
Premna,tanitani,Premna,Premna,,Rheum rhabarbarum,,,,,,,,Cryphonectria
serratifolia,Portulaca,obtusifolia,serratifolia,,Rheum,,,,,,,,parasitica
ahgao,grandiflora,Premna,ahgao,,Polygonaceae,,,,,,,,Cryptocline
aloalo,rosemoss,serratifolia,aloalo,,Vegetable,,,,,,,,betularum
topwuk,Pouteria,ahgao,topwuk,,Rose hip  Rosehip,,,,,,,,Cryptocline
fienkack,sandwicensis,aloalo,fienkack,,Rosa canina,,,,,,,,cyclaminis
nior,Premna,topwuk,nior,,Rosa,,,,,,,,Cryptodiaporthe
lior,obtusifolia,fienkack,lior,,Rosaceae,,,,,,,,corni
FALSE,Premna,nior,FALSE,,Rose,,,,,,,,Cryptoporus
elder,serratifolia,lior,elder,,Ruby red grapefruit,,,,,,,,volvatus
Pritchardia,ahgao,FALSE,Pritchardia,,Citrus,,,,,,,,Cryptosphaeria
loulu,aloalo,elder,loulu,,paradisi,,,,,,,,ligniota
palm,topwuk,Pritchardia,palm,,Citrus,,,,,,,,Cryptosporella
Ptychosperma,fienkack,loulu,Ptychosperma,,Rutaceae,,,,,,,,umbrina
macarthurii,nior,palm,macarthurii,,Citrus fruit,,,,,,,,Cucurbitaria
Macarthur,lior,Ptychosperma,Macarthur,,Sloe,,,,,,,,staphula
palm,FALSE,macarthurii,palm,,Prunus spinosa,,,,,,,,Curvularia
Rumex,elder,Macarthur,Rumex,,Prunus,,,,,,,,geniculata
acetosella,Pritchardia,palm,acetosella,,Rosaceae,,,,,,,,Curvularia
sheep,loulu,Rumex,sheep,,Rose,,,,,,,,inaequalis
sorrel,palm,acetosella,sorrel,,Starfruit,,,,,,,,Curvularia
Saccharum,Ptychosperma,sheep,Saccharum,,Averrhoa carambola,,,,,,,,trifolii
hybrid,macarthurii,sorrel,hybrid,,Averrhoa,,,,,,,,Cyathus
clone,Macarthur,Saccharum,clone,,Oxalidaceae,,,,,,,,stercoreus
Moentai,palm,hybrid,Moentai,,Oxalis,,,,,,,,Cyathus
wild,Rumex,clone,wild,,Strawberry,,,,,,,,striatus
cane,acetosella,Moentai,cane,,Fragaria,,,,,,,,Cyclaneusma
hybrid,sheep,wild,hybrid,,ananassa,,,,,,,,minus
Samanea,sorrel,cane,Samanea,,Fragaria,,,,,,,,Cylindrobasidium
saman,Saccharum,hybrid,saman,,Rosaceae,,,,,,,,corrugum
Albizia,hybrid,Samanea,Albizia,,Rose,,,,,,,,Cylindrocarpon
saman,clone,saman,saman,,Sultana,,,,,,,,ianthothele
monkeypod,Moentai,Albizia,monkeypod,,Vitis vinifera,,,,,,,,Cylindrocladium
filinganga,wild,saman,filinganga,,Vitis,,,,,,,,crotalariae
gumorni,cane,monkeypod,gumorni,,Vitaceae,,,,,,,,Cylindrocladium
tamalini,hybrid,filinganga,tamalini,,Grape,,,,,,,,floridanum
trongkonmames,Samanea,gumorni,trongkonmames,,Tamarillo,,,,,,,,Cylindrocladium
Sapindus,saman,tamalini,Sapindus,,Solanum betaceum,,,,,,,,parasiticum
saponaria,Albizia,trongkonmames,saponaria,,Solanaceae,,,,,,,,Cylindrocladium
naupaka,saman,Sapindus,naupaka,,Nightshade,,,,,,,,pteridis
nanaso,monkeypod,saponaria,nanaso,,Nightshade,,,,,,,,Cylindrocladium
manele,filinganga,naupaka,manele,,Tamarind,,,,,,,,scoparium
soapberry,gumorni,nanaso,soapberry,,Tamarindus indica,,,,,,,,Cylindrosporium
Scaevola,tamalini,manele,Scaevola,,Tamarindus,,,,,,,,chrysanthemi
sericea,trongkonmames,soapberry,sericea,,Caesalpinioideae,,,,,,,,Cylindrosporium
dwarf,Sapindus,Scaevola,dwarf,,Tamarind Sub,,,,,,,,salicinum
brassaia,saponaria,sericea,brassaia,,Tangelo,,,,,,,,Cylindrosporium
Schfflera,naupaka,dwarf,Schfflera,,Citrus,,,,,,,,saximontanense
arboricola,nanaso,brassaia,arboricola,,tangelo,,,,,,,,Cymadothea
makai,manele,Schfflera,makai,,Citrus,,,,,,,,trifolii
Scirpus,soapberry,arboricola,Scirpus,,Rutaceae,,,,,,,,Cytospora
maritimus,Scaevola,makai,maritimus,,Citrus fruit,,,,,,,,elaeagni
paludosus,sericea,Scirpus,paludosus,,Tangerine,,,,,,,,Cytospora
Scleria,dwarf,maritimus,Scleria,,Citrus tangerina,,,,,,,,gleditschiae
cereal,brassaia,paludosus,cereal,,Citrus,,,,,,,,Cytospora
Secale,Schfflera,Scleria,Secale,,Rutaceae,,,,,,,,negundinis
cereale,arboricola,cereal,cereale,,Citrus fruit,,,,,,,,Daedaleopsis
kolomona,makai,Secale,kolomona,,Ugli fruit,,,,,,,,confragosa
Senna,Scirpus,cereale,Senna,,Citrus reticulata,,,,,,,,Daldinia
guadichaudii,maritimus,kolomona,guadichaudii,,Citrus paradisi,,,,,,,,concentrica
ohai,paludosus,Senna,ohai,,Citrus,,,,,,,,Davisomycella
Sesbania,Scleria,guadichaudii,Sesbania,,Rutaceae,,,,,,,,medusa
tomentosa,cereal,ohai,tomentosa,,Citrus fruit,,,,,,,,Davisomycella
ohai,Secale,Sesbania,ohai,,Watermelon,,,,,,,,ponderosae
Sesbania,cereale,tomentosa,Sesbania,,Citrullus lanatus,,,,,,,,Deightoniella
tomentosa,kolomona,ohai,tomentosa,,Citrullus,,,,,,,,torulosa
arborea,Senna,Sesbania,arborea,,Cucurbitaceae,,,,,,,,Dendrophoma
bristly,guadichaudii,tomentosa,bristly,,Gourd,,,,,,,,zeae
foxtail,ohai,arborea,foxtail,,White currant,,,,,,,,Diaporthe
Setaria,Sesbania,bristly,Setaria,,Ribes rubrum,,,,,,,,citri
verticillata,tomentosa,foxtail,verticillata,,White grape,,,,,,,,Diaporthe
ilima,ohai,Setaria,ilima,,Ribes,,,,,,,,helianthi
Sida,Sesbania,verticillata,Sida,,Saxifragaceae,,,,,,,,Diaporthe
fallax,tomentosa,ilima,fallax,,Saxifrage,,,,,,,,phaseolorum
ilima,arborea,Sida,ilima,,Youngberry,,,,,,,,Diaporthe
papa,bristly,fallax,papa,,Rubus ursinus,,,,,,,,phaseolorum
Sida,foxtail,ilima,Sida,,Rubus,,,,,,,,caulivoraDiaporthe
fallax,Setaria,papa,fallax,,Rosaceae,,,,,,,,phaseolorum
mamane,verticillata,Sida,mamane,,Rose,,,,,,,,meridionalisDiaporthe
Sophora,ilima,fallax,Sophora,,fruit,,,,,,,,phaseolorum
chrysophylla,Sida,mamane,chrysophylla,,,,,,,,,,phaseolorumDiaporthe
forage,fallax,Sophora,forage,,,,,,,,,,phaseolorum
sorghum,ilima,chrysophylla,sorghum,,,,,,,,,,sojaeDichomitus
hybrid,papa,forage,hybrid,,,,,,,,,,squalens
Sorghum,Sida,sorghum,Sorghum,,,,,,,,,,Didymella
bicolor,fallax,hybrid,bicolor,,,,,,,,,,applanata
sorghum,mamane,Sorghum,sorghum,,,,,,,,,,Didymellina
sudangrass,Sophora,bicolor,sudangrass,,,,,,,,,,poecilospora
hybrid,chrysophylla,sorghum,hybrid,,,,,,,,,,Diplocarpon
Sorghum,forage,sudangrass,Sorghum,,,,,,,,,,earlianum
bicolor,sorghum,hybrid,bicolor,,,,,,,,,,Diplocarpon
Sorghum,hybrid,Sorghum,Sorghum,,,,,,,,,,mespili
bicolor,Sorghum,bicolor,bicolor,,,,,,,,,,Diplocarpon
sudanese,bicolor,Sorghum,sudanese,,,,,,,,,,rosae
totoput,sorghum,bicolor,totoput,,,,,,,,,,Diplodia
Sporobolus,sudangrass,sudanese,Sporobolus,,,,,,,,,,frumenti
virginicus,hybrid,totoput,virginicus,,,,,,,,,,Diplodia
Augustinegrass,Sorghum,Sporobolus,Augustinegrass,,,,,,,,,,scrobiculata
Stenotaphrum,bicolor,virginicus,Stenotaphrum,,,,,,,,,,Diplodia
secondatum,Sorghum,Augustinegrass,secondatum,,,,,,,,,,tumefaciens
shrubby,bicolor,Stenotaphrum,shrubby,,,,,,,,,,Discohainesia
stylo,sudanese,secondatum,stylo,,,,,,,,,,oenotherae
Stylosanthes,totoput,shrubby,Stylosanthes,,,,,,,,,,Discula
scabra,Sporobolus,stylo,scabra,,,,,,,,,,campestris
Seca,virginicus,Stylosanthes,Seca,,,,,,,,,,Discula
pukiawe,Augustinegrass,scabra,pukiawe,,,,,,,,,,destructiva
Styphelia,Stenotaphrum,Seca,Styphelia,,,,,,,,,,Dolabra
tameiameiae,secondatum,pukiawe,tameiameiae,,,,,,,,,,nepheliae
mahogany,shrubby,Styphelia,mahogany,,,,,,,,,,Dothiora
broad,stylo,tameiameiae,broad,,,,,,,,,,polyspora
leaved,Stylosanthes,mahogany,leaved,,,,,,,,,,Dothiorella
Swietenia,scabra,broad,Swietenia,,,,,,,,,,gleditschiae
macrophylla,Seca,leaved,macrophylla,,,,,,,,,,Drechslera
mahogany,pukiawe,Swietenia,mahogany,,,,,,,,,,avenae
Swietenia,Styphelia,macrophylla,Swietenia,,,,,,,,,,Drechslera
mahagoni,tameiameiae,mahogany,mahagoni,,,,,,,,,,dictyoides
Australian,mahogany,Swietenia,Australian,,,,,,,,,,Drechslera
bushcherry,broad,mahagoni,bushcherry,,,,,,,,,,erythrospila
Syzygium,leaved,Australian,Syzygium,,,,,,,,,,Drechslera
paniculatum,Swietenia,bushcherry,paniculatum,,,,,,,,,,gigantea
Eugenia,macrophylla,Syzygium,Eugenia,,,,,,,,,,Drechslera
myrtifolia,mahogany,paniculatum,myrtifolia,,,,,,,,,,poae
pink,Swietenia,Eugenia,pink,,,,,,,,,,Drechslera
tecoma,mahagoni,myrtifolia,tecoma,,,,,,,,,,setariae
Tabebuia,Australian,pink,Tabebuia,,,,,,,,,,Echinodontium
heterophylla,bushcherry,tecoma,heterophylla,,,,,,,,,,tinctorium
tamarind,Syzygium,Tabebuia,tamarind,,,,,,,,,,Elsinoe
Tamarindus,paniculatum,heterophylla,Tamarindus,,,,,,,,,,ampelina
indica,Eugenia,tamarind,indica,,,,,,,,,,Elsinoe
FALSE,myrtifolia,Tamarindus,FALSE,,,,,,,,,,batatas
kamani,pink,indica,kamani,,,,,,,,,,Elsinoe
talie,tecoma,FALSE,talie,,,,,,,,,,corni
talisai,Tabebuia,kamani,talisai,,,,,,,,,,Elsinoe
miich,heterophylla,talie,miich,,,,,,,,,,fawcettii
tropical,tamarind,talisai,tropical,,,,,,,,,,Elsinoe
almond,Tamarindus,miich,almond,,,,,,,,,,quercus-falcatae
Terminalia,indica,tropical,Terminalia,,,,,,,,,,Elsinoe
catappa,FALSE,almond,catappa,,,,,,,,,,rosarum
milo,kamani,Terminalia,milo,,,,,,,,,,Elsinoe
binalo,talie,catappa,binalo,,,,,,,,,,veneta
banalo,talisai,milo,banalo,,,,,,,,,,Elytroderma
rosewood,miich,binalo,rosewood,,,,,,,,,,deformans
badrirt,tropical,banalo,badrirt,,,,,,,,,,Embellisia
kilulo,almond,rosewood,kilulo,,,,,,,,,,allii
panu,Terminalia,badrirt,panu,,,,,,,,,,Endocronartium
polo,catappa,kilulo,polo,,,,,,,,,,harknessii
pone,milo,panu,pone,,,,,,,,,,Endothia
bangbeng,binalo,polo,bangbeng,,,,,,,,,,singularis
Thespesia,banalo,pone,Thespesia,,,,,,,,,,Entoleuca
populnea,rosewood,bangbeng,populnea,,,,,,,,,,mammata
beach,badrirt,Thespesia,beach,,,,,,,,,,Entyloma
heliotrope,kilulo,populnea,heliotrope,,,,,,,,,,australe
hunig,panu,beach,hunig,,,,,,,,,,Entyloma
amoloset,polo,heliotrope,amoloset,,,,,,,,,,compositarum
chen,pone,hunig,chen,,,,,,,,,,Entyloma
kiden,bangbeng,amoloset,kiden,,,,,,,,,,lineatum
tausuni,Thespesia,chen,tausuni,,,,,,,,,,Entyloma
techel,populnea,kiden,techel,,,,,,,,,,polysporum
titin,beach,tausuni,titin,,,,,,,,,,Epichloe
sruhsruh,heliotrope,techel,sruhsruh,,,,,,,,,,typhina
Tournefortia,hunig,titin,Tournefortia,,,,,,,,,,Epicoccum
argentea,amoloset,sruhsruh,argentea,,,,,,,,,,nigrum
oyster,chen,Tournefortia,oyster,,,,,,,,,,Erysiphe
plant,kiden,argentea,plant,,,,,,,,,,adunca
Tradescantia,tausuni,oyster,Tradescantia,,,,,,,,,,aduncaErysiphe
spathacea,techel,plant,spathacea,,,,,,,,,,betae
white,titin,Tradescantia,white,,,,,,,,,,Erysiphe
clover,sruhsruh,spathacea,clover,,,,,,,,,,cichoracearum
Trifolium,Tournefortia,white,Trifolium,,,,,,,,,,Erysiphe
repens,argentea,clover,repens,,,,,,,,,,cruciferarum
wheat,oyster,Trifolium,wheat,,,,,,,,,,Erysiphe
Triticum,plant,repens,Triticum,,,,,,,,,,diffusa
aestivum,Tradescantia,wheat,aestivum,,,,,,,,,,Erysiphe
signalgrass,spathacea,Triticum,signalgrass,,,,,,,,,,elevata
Urochloa,white,aestivum,Urochloa,,,,,,,,,,Erysiphe
brizantha,clover,signalgrass,brizantha,,,,,,,,,,euonymi-japonici
Brachiaria,Trifolium,Urochloa,Brachiaria,,,,,,,,,,Erysiphe
brizantha,repens,brizantha,brizantha,,,,,,,,,,flexuosa
green,wheat,Brachiaria,green,,,,,,,,,,Erysiphe
panicgrass,Triticum,brizantha,panicgrass,,,,,,,,,,galeopsidis
Urochloa,aestivum,green,Urochloa,,,,,,,,,,Erysiphe
maxima,signalgrass,panicgrass,maxima,,,,,,,,,,graminis
Panicum,Urochloa,Urochloa,Panicum,,,,,,,,,,f.sp
maximum,brizantha,maxima,maximum,,,,,,,,,,triticiErysiphe
trichoglume,Brachiaria,Panicum,trichoglume,,,,,,,,,,lonicerae
guineagrass,brizantha,maximum,guineagrass,,,,,,,,,,Erysiphe
Urochloa,green,trichoglume,Urochloa,,,,,,,,,,necator
maxima,panicgrass,guineagrass,maxima,,,,,,,,,,Erysiphe
Panicum,Urochloa,Urochloa,Panicum,,,,,,,,,,palczewskii
maximum,maxima,maxima,maximum,,,,,,,,,,Erysiphe
ohelo,Panicum,Panicum,ohelo,,,,,,,,,,pisi
Vaccinium,maximum,maximum,Vaccinium,,,,,,,,,,Erysiphe
reticulatum,trichoglume,ohelo,reticulatum,,,,,,,,,,pulchra
vetch,guineagrass,Vaccinium,vetch,,,,,,,,,,Erysiphe
woolypod,Urochloa,reticulatum,woolypod,,,,,,,,,,syringae
Vicia,maxima,vetch,Vicia,,,,,,,,,,Erythricium
villosa,Panicum,woolypod,villosa,,,,,,,,,,salmonicolor
varia,maximum,Vicia,varia,,,,,,,,,,Eudarluca
Lana,ohelo,villosa,Lana,,,,,,,,,,caricis
nanea,Vaccinium,varia,nanea,,,,,,,,,,Eutypa
Vigna,reticulatum,Lana,Vigna,,,,,,,,,,lata
marina,vetch,nanea,marina,,,,,,,,,,Eutypella
cowpea,woolypod,Vigna,cowpea,,,,,,,,,,parasitica
Vigna,Vicia,marina,Vigna,,,,,,,,,,Exobasidium
unguiculata,villosa,cowpea,unguiculata,,,,,,,,,,azaleae
pohinahina,varia,Vigna,pohinahina,,,,,,,,,,Exobasidium
beach,Lana,unguiculata,beach,,,,,,,,,,camelliae
vitex,nanea,pohinahina,vitex,,,,,,,,,,Exobasidium
Vitex,Vigna,beach,Vitex,,,,,,,,,,oxycocci
rotundifolia,marina,vitex,rotundifolia,,,,,,,,,,Exobasidium
Vitex,cowpea,Vitex,Vitex,,,,,,,,,,rostrupii
ovata,Vigna,rotundifolia,ovata,,,,,,,,,,Exobasidium
blue,unguiculata,Vitex,blue,,,,,,,,,,vaccinii
vitex,pohinahina,ovata,vitex,,,,,,,,,,Exosporium
nanulega,beach,blue,nanulega,,,,,,,,,,sambuci
Vitex,vitex,vitex,Vitex,,,,,,,,,,Exserohilum
trifolia,Vitex,nanulega,trifolia,,,,,,,,,,rostratum
variegata,rotundifolia,Vitex,variegata,,,,,,,,,,Exserohilum
uhaloa,Vitex,trifolia,uhaloa,,,,,,,,,,turcicum
escobilla,ovata,variegata,escobilla,,,,,,,,,,Flammulina
sabana,blue,uhaloa,sabana,,,,,,,,,,velutipes
waltheria,vitex,escobilla,waltheria,,,,,,,,,,Fomes
Waltheria,nanulega,sabana,Waltheria,,,,,,,,,,fomentarius
indica,Vitex,waltheria,indica,,,,,,,,,,Fomitopsis
akia,trifolia,Waltheria,akia,,,,,,,,,,cajanderi
Wikstroemia,variegata,indica,Wikstroemia,,,,,,,,,,Fomitopsis
uvaursi,uhaloa,akia,uvaursi,,,,,,,,,,pinicola
corn,escobilla,Wikstroemia,corn,,,,,,,,,,Fomitopsis
mays,sabana,uvaursi,mays,,,,,,,,,,rosea
zoysia,waltheria,corn,zoysia,,,,,,,,,,Fusarium
Zoysia,Waltheria,mays,Zoysia,,,,,,,,,,avenaceum
japonica,indica,zoysia,japonica,,,,,,,,,,Fusarium
lampuye,akia,Zoysia,lampuye,,,,,,,,,,circinatum
Dodonaea,Wikstroemia,japonica,Dodonaea,,,,,,,,,,Fusarium
viscosa,uvaursi,lampuye,viscosa,,,,,,,,,,culmorum
ahgao,corn,Dodonaea,ahgao,,,,,,,,,,Fusarium
aloalo,mays,viscosa,aloalo,,,,,,,,,,culmorum
topwuk,zoysia,ahgao,topwuk,,,,,,,,,,cerealeFusarium
fienkack,Zoysia,aloalo,fienkack,,,,,,,,,,foetens
nior,japonica,topwuk,nior,,,,,,,,,,Fusarium
lior,lampuye,fienkack,lior,,,,,,,,,,hostae
FALSE,Dodonaea,nior,FALSE,,,,,,,,,,Fusarium
elder,viscosa,lior,elder,,,,,,,,,,oxysporum
Premna,ahgao,FALSE,Premna,,,,,,,,,,Fusarium
obtusifolia,aloalo,elder,obtusifolia,,,,,,,,,,oxysporum
Premna,topwuk,Premna,Premna,,,,,,,,,,apiiFusarium
serratifolia,fienkack,obtusifolia,serratifolia,,,,,,,,,,oxysporum
marsh,nior,Premna,marsh,,,,,,,,,,asparagiFusarium
cypress,lior,serratifolia,cypress,,,,,,,,,,oxysporum
Cyperus,FALSE,marsh,Cyperus,,,,,,,,,,barbatiFusarium
javanicus,elder,cypress,javanicus,,,,,,,,,,oxysporum
akia,Premna,Cyperus,akia,,,,,,,,,,basiliciFusarium
Wikstroemia,obtusifolia,javanicus,Wikstroemia,,,,,,,,,,oxysporum
uvaursi,Premna,akia,uvaursi,,,,,,,,,,canariensisFusarium
totoput,serratifolia,Wikstroemia,totoput,,,,,,,,,,oxysporum
Sporobolus,marsh,uvaursi,Sporobolus,,,,,,,,,,cepaeFusarium
virginicus,cypress,totoput,virginicus,,,,,,,,,,oxysporum
Pouteria,Cyperus,Sporobolus,Pouteria,,,,,,,,,,chrysanthemiFusarium
sandwicensis,javanicus,virginicus,sandwicensis,,,,,,,,,,oxysporum
alahe,akia,Pouteria,alahe,,,,,,,,,,cicerisFusarium
Canthium,Wikstroemia,sandwicensis,Canthium,,,,,,,,,,oxysporum
ordoratum,uvaursi,alahe,ordoratum,,,,,,,,,,conglutinansFusarium
Psydrax,totoput,Canthium,Psydrax,,,,,,,,,,oxysporum
odorata,Sporobolus,ordoratum,odorata,,,,,,,,,,cubenseFusarium
